DATE,SOURCES,SOURCEURLS,ARTICLE_TITLE,INF,SENTIMENT
20170920,tribtoday.com,http://www.tribtoday.com/news/latest-news/2017/09/wed-10-a-m-maria-makes-landfall-in-puerto-rico-as-category-4-hurricane/,wed. 10 a.m.: maria makes landfall in puerto rico as category 4 hurricane,1,Neutral
20170920,vosizneias.com,http://www.vosizneias.com/280842/2017/09/20/san-juan-as-hurricane-maria-hits-puerto-rico-synagogues-cancel-rosh-hashanah-services/,"as hurricane maria hits puerto rico, synagogues cancel rosh hashanah services",1,Negative
20170920,6abc.com,http://6abc.com/news/hurricane-maria-makes-landfall-in-puerto-rico-as-category-4-storm/2435113/,"power out in 100 percent of puerto rico, curfew set after island 'destroyed' by maria",1,Negative
20170920,theguardian.com,https://www.theguardian.com/world/2017/sep/20/puerto-rico-potentially-catastrophic-direct-hit-hurricane-maria,puerto rico forecast to take 'potentially catastrophic' direct hit from hurricane maria,1,Negative
20170920,680news.com,http://www.680news.com/2017/09/20/hurricane-maria-aims-puerto-rico-slamming-dominica-guadeloupe/,"maria destroys homes, triggers flooding in puerto rico",1,Negative
20170920,wowt.com,http://www.wowt.com/content/news/Maria-slams-into-Puerto-Rico-as-hurricane-assault-continues-446028303.html,maria slams into puerto rico as hurricane assault continues,1,Negative
20170920,yahoo.com,https://uk.news.yahoo.com/screaming-hurricane-maria-makes-landfall-puerto-rico-132000541.html,hurricane maria heads towards turks and caicos after direct hit on puerto rico,1,Neutral
20170920,clickondetroit.com,https://www.clickondetroit.com/weather/hurricane/live-stream-tracking-hurricane-marias-path-as-it-hits-puerto-rico,live stream: tracking hurricane maria's path as it hits puerto rico,1,Neutral
20170920,newsaegis.com,http://www.newsaegis.com/cnhi_network/hurricane-maria-lashes-puerto-rico-with-force-not-seen-in/article_bad08804-935b-5f44-9658-a9db28f6c7a9.html,hurricane maria lashes puerto rico with force not seen in ‘modern history’,1,Neutral
20170920,mprnews.org,https://www.mprnews.org/story/2017/09/20/hurricane-maria-hits-puerto-rico,reports indicate hurricane maria may have knocked out power to all of puerto rico,1,Neutral
20170920,punchng.com,http://punchng.com/breaking-eye-of-hurricane-maria-makes-landfall-in-puerto-rico/,hurricane maria makes landfall in puerto rico,1,Neutral
20170920,twincities.com,http://www.twincities.com/2017/09/20/hurricane-maria-puerto-rico-floods-power-out-caribbean-storm/,"maria knocks out power, triggers flooding in puerto rico",1,Neutral
20170920,hawaiipublicradio.org,http://hawaiipublicradio.org/post/god-us-hurricane-maria-makes-landfall-puerto-rico,"puerto rico energy infrastructure is 'completely down,' governor says",1,Positive
20170920,manilatimes.net,http://www.manilatimes.net/eye-hurricane-maria-makes-landfall-puerto-rico/351715/,eye of hurricane maria makes landfall in puerto rico,1,Neutral
20170920,greenvilleonline.com,http://www.greenvilleonline.com/story/news/2017/09/20/hurricane-maria-batters-puerto-rico-carolinas-impact-still-uncertain/684151001/,"hurricane maria batters puerto rico, carolinas impact still uncertain",1,Negative
20170920,wcvb.com,http://www.wcvb.com/article/massachusetts-task-force-heading-to-puerto-rico-due-to-hurricane-maria/12355805,massachusetts task force heading to puerto rico due to hurricane maria,1,Neutral
20170920,kfdm.com,http://kfdm.com/news/local/hurricane-maria-slams-into-puerto-rico-with-150mph-winds,hurricane maria slams into puerto rico with 150+mph winds,1,Neutral
20170920,worldmaritimenews.com,http://worldmaritimenews.com/archives/230244/hurricane-maria-closes-ports-in-puerto-rico-virgin-islands/,"hurricane maria closes ports in puerto rico, virgin islands",1,Neutral
20170920,cbslocal.com,http://newyork.cbslocal.com/2017/09/20/hurricane-maria-puerto-rico/,"hurricane maria batters puerto rico; leaves homes damaged, streets flooded, power out",1,Negative
20170920,wqad.com,http://wqad.com/2017/09/20/puerto-rico-governor-still-time-to-get-to-shelters-before-hurricane-maria/,puerto rico governor: still time to get to shelters before hurricane maria,1,Neutral
20170920,shanghaidaily.com,http://www.shanghaidaily.com/world/Hurricane-Maria-slams-into-Puerto-Rico/shdaily.shtml,hurricane maria slams into puerto rico,1,Neutral
20170920,go.com,http://abcnews.go.com/International/hurricane-maria-leaves-puerto-rico-power-striking/story?id=49971859,"puerto rico in dark, curfew set after island 'destroyed' by hurricane maria, officials say",1,Negative
20170920,reliefweb.int,https://reliefweb.int/report/puerto-rico-united-states-america/hurricane-maria-pounds-eastern-puerto-rico,hurricane maria pounds eastern puerto rico - puerto rico (the united states of america),1,Positive
20170920,france24.com,http://www.france24.com/en/20170920-hurricane-maria-virgin-islands-dominica-guadeloupe-puerto-rico,hurricane maria barrels into puerto rico after lashing virgin islands,1,Neutral
20170920,clickorlando.com,https://www.clickorlando.com/news/locals-fear-for-family-in-puerto-rico-during-hurricane-maria,locals fear for family in puerto rico during hurricane maria,1,Negative
20170920,niagara-gazette.com,http://www.niagara-gazette.com/cnhi_network/hurricane-maria-lashes-puerto-rico-with-force-not-seen-in/article_72aebcbc-4b9f-563f-8784-32a876424e2b.html,hurricane maria lashes puerto rico with force not seen in 'modern history',1,Neutral
20170920,aol.com,https://www.aol.com/article/weather/2017/09/20/hurricane-maria-makes-landfall-in-puerto-rico-as-a-category-4-storm/23216324/,hurricane maria makes landfall in puerto rico as a category 4 storm,1,Neutral
20170920,wcax.com,http://www.wcax.com/content/news/Hurricane-Maria-closes-in-on-Virgin-Islands-Puerto-Rico-445832813.html,"hurricane maria closes in on virgin islands, puerto rico",1,Neutral
20170920,madison.com,http://host.madison.com/news/national/hurricane-maria-knocks-out-power-to-all-of-puerto-rico/article_816cc0c2-9e44-5a84-bbe7-f920dfac36a8.html,emergency crews in puerto rico set out on darkened streets,1,Negative
20170920,yahoo.com,https://ca.news.yahoo.com/hurricane-maria-bears-down-st-croix-puerto-rico-024739939.html,hurricane maria blasts puerto rico with high winds and flooding,1,Neutral
20170920,ksat.com,https://www.ksat.com/live/watch-live-hurricane-maria-hits-puerto-rico,hurricane maria makes landfall in puerto rico; death toll rises to 9,1,Negative
20170920,dw.com,http://www.dw.com/en/hurricane-maria-takes-aim-at-puerto-rico-virgin-islands/a-40594221,maria lashes at puerto rico – dw – 09,1,Neutral
20170920,npr.org,http://www.npr.org/2017/09/20/552418313/hurricane-maria-hits-puerto-rico-at-time-when-the-island-is-already-struggling,hurricane maria hits puerto rico at time when the island is already struggling,1,Negative
20170920,npr.org,http://www.npr.org/sections/thetwo-way/2017/09/20/552264738/top-stories-hurricane-maria-hits-puerto-rico-senate-gop-s-health-care-bill,top stories: hurricane maria hits puerto rico; senate gop's health care bill,1,Positive
20170920,sandiegouniontribune.com,http://www.sandiegouniontribune.com/opinion/the-conversation/sd-hurricane-maria-puerto-rico-20170920-htmlstory.html,"hurricane maria: photos, video from puerto rico show storm’s fury",1,Negative
20170920,standard.co.uk,https://www.standard.co.uk/news/world/hurricane-maria-puerto-rico-left-without-power-as-devastating-storm-barrels-towards-uk-territories-a3639776.html,hurricane maria: puerto rico left without power as devastating storm barrels towards uk territories,1,Positive
20170920,fortune.com,http://fortune.com/2017/09/20/hurricane-maria-puerto-rico-hospitals/,hurricane maria could devastate puerto rico’s underfunded health system,1,Negative
20170920,onlineathens.com,http://onlineathens.com/national-news/2017-09-20/hurricane-maria-unleashes-fury-puerto-rico-winds-are-out-horror-movie,hurricane maria unleashes fury on puerto rico: 'the winds are like out of a horror movie',1,Negative
20170920,thespec.com,https://www.thespec.com/news-story/7566284-hurricane-maria-knocks-out-power-triggers-flooding-in-puerto-rico/,"hurricane maria knocks out power, triggers flooding in puerto rico",1,Neutral
20170920,kxii.com,http://www.kxii.com/content/news/Hurricane-Maria-hits-Puerto-Rico-446107473.html,hurricane maria hits puerto rico,1,Neutral
20170920,news-press.com,http://www.news-press.com/story/weather/hurricane/2017/09/20/hurricane-maria-strike-puerto-rico-devastating-category-4-storm/684138001/,"hurricane maria weakens to category 2, moves away from puerto rico",1,Negative
20170920,abc57.com,http://www.abc57.com/news/hurricane-maria-pounds-puerto-rico-after-killing-7-people-in-dominica,hurricane maria pounds puerto rico after killing 7 people in dominica,1,Negative
20170920,cbs6albany.com,http://cbs6albany.com/news/local/hurricane-maria-weakens-slightly-bears-down-on-puerto-rico,"hurricane maria weakens slightly, bears down on puerto rico",1,Negative
20170920,forward.com,http://forward.com/fast-forward/383299/monster-hurricane-maria-strikes-puerto-rico-rosh-hashanah-services-cancelle/,monster hurricane maria strikes puerto rico — rosh hashanah services cancelled,1,Negative
20170920,nbcnews.com,https://www.nbcnews.com/news/weather/hurricane-maria-makes-landfall-puerto-rico-category-4-storm-n802911,"all power out as hurricane maria's winds, floods crush puerto rico",1,Negative
20170920,iheart.com,http://wjno.iheart.com/content/2017-09-20-trending-hurricane-maria-hits-puerto-rico-as-a-category-4-storm/,trending – hurricane maria hits puerto rico as a category 4 storm,1,Neutral
20170920,tradeonlytoday.com,https://www.tradeonlytoday.com/industry-news/hurricane-maria-storm-batters-puerto-rico-sending-thousands-into-shelters,"hurricane maria: storm batters puerto rico, sending thousands into shelters",1,Neutral
20170920,talkingpointsmemo.com,http://talkingpointsmemo.com/world-news/hurricane-maria-devastates-puerto-rico,"hurricane maria tears off roofs, unleashes heavy flooding in puerto rico",1,Negative
20170920,news-journalonline.com,http://www.news-journalonline.com/news/20170919/hurricane-maria-strengthens-heads-for-puerto-rico,"hurricane maria strengthens, heads for puerto rico",1,Positive
20170920,independent.ie,http://www.independent.ie/world-news/latin-america/entire-island-of-puerto-rico-population-34m-without-power-as-hurricane-maria-causes-widespread-destruction-36153175.html,entire island of puerto rico - population 3.4m - without power as hurricane maria causes widespread destruction,1,Negative
20170920,tylerpaper.com,http://www.tylerpaper.com/TP-News+National/303194/hurricane-maria-hits-puerto-rico-as-a-category-4-storm,hurricane maria hits puerto rico as a category 4 storm,1,Neutral
20170920,spacecoastdaily.com,http://spacecoastdaily.com/2017/09/hurricane-maria-drops-to-category-4-storm-continues-to-roll-through-puerto-rico/,"hurricane maria drops to category 4 storm, continues to roll through puerto rico",1,Neutral
20170920,financialexpress.com,http://www.financialexpress.com/world-news/hurricane-maria-brings-destruction-heavy-floods-to-puerto-rico/863916/,"hurricane maria brings destruction, heavy floods to puerto rico",1,Negative
20170920,washingtonpost.com,https://www.washingtonpost.com/news/energy-environment/wp/2017/09/20/puerto-ricos-power-company-was-already-bankrupt-then-hurricane-maria-hit/,hurricane maria has dealt a heavy blow to puerto rico’s bankrupt utility and fragile electric grid,1,Negative
20170920,wglt.org,http://wglt.org/post/puerto-rico-hurricane-maria-brings-widespread-damage-and-widespread-flooding,"in puerto rico, hurricane maria brings 'widespread damage and widespread flooding'",1,Negative
20170920,tcpalm.com,http://www.tcpalm.com/story/weather/hurricanes/2017/09/20/hurricane-maria-make-landfall-puerto-rico-155-mph-winds/684133001/,category 2 hurricane maria moving on to dominican republic after pounding puerto rico,1,Neutral
20170920,mashable.com,http://mashable.com/2017/09/19/hurricane-maria-potentially-catastrophic-landfall-puerto-rico/,historic hurricane maria barrels toward potentially catastrophic landfall in puerto rico,1,Negative
20170920,express.co.uk,http://www.express.co.uk/news/world/856511/Hurricane-Maria-path-watch-US-Virgin-Islands-Caribbean-puerto-rico-landfall,hurricane maria path: puerto rico smashed as debris flies and storm makes landfall,1,Neutral
20170920,sputniknews.com,https://sputniknews.com/environment/201709201057564979-hurricane-maria-puerto-rico-power-outages/,"hurricane maria clobbers puerto rico, causes island-wide power outage",1,Neutral
20170920,dailymail.co.uk,http://www.dailymail.co.uk/wires/pa/article-4904390/Hurricane-Maria-destroys-hundreds-homes-triggers-flooding-Puerto-Rico.html,hurricane maria destroys hundreds of homes and triggers flooding in puerto rico,1,Negative
20170920,nypost.com,http://nypost.com/2017/09/20/hurricane-maria-pummels-puerto-rico-with-total-devastation/,hurricane maria devastates puerto rico,1,Negative
20170920,foxbusiness.com,http://www.foxbusiness.com/markets/2017/09/20/hurricane-maria-slams-puerto-rico-with-high-rains-storm-surge.html,"hurricane maria blasts puerto rico, kills at least nine in caribbean",1,Negative
20170920,france24.com,http://www.france24.com/en/20170920-puerto-rico-virgin-islands-brace-hurricane-maria,"puerto rico, virgin islands brace for hurricane maria",1,Neutral
20170920,telegraph.co.uk,http://www.telegraph.co.uk/news/2017/09/20/hurricane-maria-path-latest-news-live-puerto-rico-virgin-islands/,hurricane maria: puerto rico left entirely without power,1,Neutral
20170920,fox13now.com,http://fox13now.com/2017/09/20/hurricane-maria-pounds-puerto-rico-with-145-mph-winds/,hurricane maria pounds puerto rico with 145 mph winds,1,Neutral
20170920,winknews.com,http://www.winknews.com/2017/09/20/winds-decrease-slightly-as-hurricane-marias-eye-over-puerto-rico/,"hurricane maria keeps weakening, moves off puerto rico",1,Negative
20170920,jamaica-gleaner.com,http://jamaica-gleaner.com/article/world-news/20170920/doors-and-roofs-fly-cat-4-hurricane-maria-pummels-puerto-rico,doors and roofs fly as cat 4 hurricane maria pummels puerto rico,1,Neutral
20170920,express.co.uk,http://www.express.co.uk/news/weather/856623/hurricane-maria-latest-path-tsunami-maria-map-nhc-update-noaa-puerto-rico,hurricane maria latest: tsunami alarms blare as puerto rico hit,1,Negative
20170920,newstalkzb.co.nz,http://www.newstalkzb.co.nz/news/world/hurricane-maria-moves-towards-puerto-rico/,hurricane maria moves towards puerto rico,1,Neutral
20170920,thejournal.ie,http://www.thejournal.ie/hurricane-maria-puerto-rico-3606919-Sep2017/,whole of puerto rico without power as hurricane maria hammers through the island,1,Neutral
20170920,ndtv.com,http://www.ndtv.com/world-news/storm-of-the-century-hurricane-maria-pummels-puerto-rico-1753044,'storm of the century' hurricane maria pummels puerto rico,1,Neutral
20170920,weisradio.com,http://www.weisradio.com/hurricane-maria-leaves-all-of-puerto-rico-without-power/,hurricane maria leaves all of puerto rico without power ,1,Neutral
20170920,ibtimes.co.in,http://www.ibtimes.co.in/puerto-rico-hunkers-down-hurricane-maria-after-storm-leaves-trail-devastation-dominica-742746,puerto rico hunkers down for hurricane maria after storm leaves trail of devastation in dominica,1,Negative
20170920,weartv.com,http://weartv.com/news/local/gallery-hurricane-maria-destroys-homes-knocks-out-power-in-puerto-rico,"gallery: hurricane maria destroys homes, knocks out power in puerto rico",1,Negative
20170920,fox9.com,http://www.fox9.com/news/hurricane-maria-slams-puerto-rico,"hurricane maria slams into puerto rico, stretching already thin resources",1,Neutral
20170920,wmal.com,http://www.wmal.com/2017/09/20/hurricane-maria-makes-windfall-in-puerto-rico/,hurricane maria makes landfall in puerto rico as a cat 4 storm,1,Neutral
20170920,dailymail.co.uk,http://www.dailymail.co.uk/news/article-4902546/Maria-makes-landfall-Puerto-Rico-Cat-4-hurricane.html,puerto rico could be out of power for months after maria,1,Neutral
20170920,centralmaine.com,http://www.centralmaine.com/2017/09/20/hurricane-maria-makes-landfall-in-puerto-rico-with-155-mph-winds/,"maria knocks out all electricity in puerto rico, causes widespread flooding",1,Neutral
20170920,nytimes.com,https://www.nytimes.com/2017/09/20/us/hurricane-maria-puerto-rico.html,puerto rico loses power and sets a curfew,1,Negative
20170920,news1130.com,http://www.news1130.com/2017/09/20/hurricane-maria-puerto-rico/,"hurricane maria hits puerto rico, knocks out power and causes heavy flooding",1,Neutral
20170920,express.co.uk,http://www.express.co.uk/news/world/856391/hurricane-maria-path-2017-track-latest-puerto-rico-us-virgin-islands-noaa-models-map-live,hurricane maria path: 'catastrophic eyewall' hits puerto rico – shocking track pictures,1,Negative
20170920,kmph.com,http://kmph.com/news/nation-world/puerto-rico-braces-for-massive-destruction-by-hurricane-maria,puerto rico braces for massive destruction by hurricane maria,1,Negative
20170920,newschannel9.com,http://newschannel9.com/news/local/retired-hamilton-county-judge-rides-out-hurricane-maria-in-puerto-rico,retired hamilton county judge rides out hurricane maria in puerto rico,0,Neutral
20170920,businessinsider.in,http://www.businessinsider.in/Puerto-Rico-is-100-without-power-after-Hurricane-Maria-heres-why-thats-a-huge-problem/articleshow/60772574.cms,puerto rico is 100% without power after hurricane maria - here's why that's a huge problem,1,Negative
20170920,mashable.com,http://mashable.com/2017/09/20/hurricane-maria-slams-puerto-rico-top-10-strongest-storms/,hurricane maria rocks puerto rico as island's strongest storm in modern history,1,Positive
20170920,fox8live.com,http://www.fox8live.com/story/36408874/hurricane-maria-is-lashing-puerto-rico-as-eye-makes-landfall,hurricane maria is lashing puerto rico as eye makes landfall,1,Neutral
20170920,sbs.com.au,http://www.sbs.com.au/news/article/2017/09/20/hurricane-maria-pummels-puerto-rico-first-pictures-show-trail-destruction,"'storm of the century' maria pummels puerto rico, whole island loses power",1,Negative
20170920,washingtonpost.com,https://www.washingtonpost.com/news/post-nation/wp/2017/09/20/hurricane-maria-takes-aim-at-puerto-rico-with-force-not-seen-in-modern-history/,puerto rico entirely without power as hurricane maria hammers island with devastating force,1,Negative
20170920,thetimes.co.uk,https://www.thetimes.co.uk/edition/world/hurricane-maria-set-to-batter-puerto-rico-with-188mph-winds-czrhrh907,hurricane maria set to batter puerto rico with 188mph winds,1,Neutral
20170920,cnn.com,http://money.cnn.com/2017/09/20/news/economy/puerto-rico-hurricane-maria/,puerto rico: hurricane maria hammers an economy that can't take much more,1,Neutral
20170920,independent.co.uk,http://www.independent.co.uk/news/world/americas/hurricane-maria-live-updates-latest-news-category-storm-puerto-rico-landfall-caribbean-british-a7957026.html,maria: entire island of puerto rico loses electricity as hurricane causes major flooding - as it happened,1,Negative
20170920,theroot.com,http://www.theroot.com/as-hurricane-maria-passes-through-puerto-rico-images-s-1818594624,"as hurricane maria passes through puerto rico, images stream in showing storm’s devastation",1,Negative
20170920,wdbj7.com,http://www.wdbj7.com/content/news/Hurricane-Maria-slams-into-Puerto-Rico-as-extremely-dangerous-Category-4-storm-446022073.html,"hurricane maria slams into puerto rico as ""extremely dangerous"" category 4 storm",1,Negative
20170920,digitaljournal.com,http://www.digitaljournal.com/news/environment/puerto-rico-to-get-direct-hit-from-category-5-hurricane-maria/article/502891,puerto rico to take brunt of worst hurricane since 1928,1,Negative
20170920,india.com,http://zeenews.india.com/americas/eye-of-hurricane-maria-makes-landfall-in-puerto-rico-forecasters-2044069.html,eye of hurricane maria makes landfall in puerto rico: forecasters,1,Neutral
20170920,huffingtonpost.com,http://www.huffingtonpost.com/entry/puerto-rico-hurricane-maria_us_59c180b1e4b087fdf508d7c3,most devastating storm in puerto rico's modern history leaves entire island without power,1,Negative
20170920,gmanetwork.com,http://www.gmanetwork.com/news/news/world/626479/hurricane-maria-bears-down-on-st-croix-puerto-rico-after-trashing-dominica/story/,"hurricane maria bears down on st. croix, puerto rico after trashing dominica",1,Neutral
20170920,omanobserver.om,http://omanobserver.om/hurricane-maria-slams-puerto-rico-high-rains/,hurricane maria slams puerto rico with high rains,1,Neutral
20170920,nbcphiladelphia.com,http://www.nbcphiladelphia.com/news/local/Doylestown-Bensalem-Bucks-County-Hurricane-Maria-Puerto-Rico-Stranded-Stuck-Women-Pennsylvania-445902483.html,2 bucks county women stuck in puerto rico as hurricane strikes,1,Negative
20170920,insurancebusinessmag.com,http://www.insurancebusinessmag.com/us/news/catastrophe/hurricane-maria-worst-in-80-years-slams-into-puerto-rico-79606.aspx,"hurricane maria, worst in 80 years, slams into puerto rico",1,Negative
20170920,revolutionradio.org,http://revolutionradio.org/2017/09/20/puerto-rico-direct-hit-by-hurricane-maria-interview-with-dane-wigington-reveals-weather-weaponization-may-be-the-culprit/,puerto rico direct hit by hurricane maria… interview with dane wigington reveals “weather weaponization” may be the culprit,1,Neutral
20170920,aleteia.org,https://aleteia.org/2017/09/20/hurricane-maria-hits-puerto-rico-after-claiming-lives-throughout-the-caribbean/,maria hits puerto rico as category 4 hurricane,1,Neutral
20170920,thenational.ae,https://www.thenational.ae/world/the-americas/maximum-strength-hurricane-maria-batters-st-croix-heads-for-puerto-rico-1.630198,"maximum-strength hurricane maria batters st croix, heads for puerto rico",1,Neutral
20170920,express.co.uk,http://www.express.co.uk/news/weather/856455/Hurricane-Maria-what-time-hit-Puerto-Rico-path-update-track-map,what time will hurricane maria hit puerto rico? path update,1,Neutral
20170920,abc7ny.com,http://abc7ny.com/weather/passengers-return-home-from-puerto-rico-before-hurricane-maria/2434206/,'i'm happy to be here' - passengers return home from puerto rico before hurricane maria,0,Positive
20170920,kxii.com,http://www.kxii.com/content/news/Local-family-stuck-in-Puerto-Rico-during-Hurricane-Maria-446224033.html,local family stuck in puerto rico during hurricane maria,1,Negative
20170920,newser.com,http://www.newser.com/story/248890/hurricane-maria-on-course-to-devastate-puerto-rico.html,hurricane maria plows into puerto rico,1,Neutral
20170920,cbslocal.com,http://sanfrancisco.cbslocal.com/2017/09/19/hurricane-maria-caribbean-puerto-rico/,hurricane maria roars across caribbean; puerto rico facing direct hit,1,Neutral
20170920,standard.co.uk,https://www.standard.co.uk/news/world/hurricane-maria-screaming-storm-slams-into-puerto-rico-ripping-trees-and-buildings-apart-a3639456.html,hurricane maria: 'screaming' storm slams into puerto rico ripping trees and buildings apart,1,Negative
20170920,bangordailynews.com,http://bangordailynews.com/2017/09/20/news/hurricane-maria-slams-dominica-barrels-toward-puerto-rico/,"hurricane maria slams dominica, barrels toward puerto rico",1,Neutral
20170920,thesundaily.my,http://www.thesundaily.my/news/2017/09/20/hurricane-maria-pummels-puerto-rico,hurricane maria pummels puerto rico,1,Neutral
20170920,dallasnews.com,https://www.dallasnews.com/news/weather/2017/09/19/evacuate-otherwise-going-die-puerto-rico-warns-hurricane-maria-nears,"'you have to evacuate. otherwise, you're going to die,' puerto rico warns some as hurricane maria nears",1,Negative
20170920,wjcl.com,http://www.wjcl.com/article/hurricane-maria-makes-landfall-on-puerto-rico/12435315,hurricane maria makes landfall on puerto rico,1,Neutral
20170920,santafenewmexican.com,http://www.santafenewmexican.com/puerto-rico-entirely-without-power-as-hurricane-maria-hammers-island/article_6c661cb6-9e32-11e7-af24-9fb04852a9ee.html,puerto rico entirely without power as hurricane maria hammers island,1,Neutral
20170920,thedailybeast.com,http://www.thedailybeast.com/all-of-puerto-rico-without-power-amid-hurricane-maria,all of puerto rico without power amid hurricane maria,1,Neutral
20170920,weather.com,https://weather.com/en-CA/canada/news/news/hurricane-maria-category-5-leeward-islands-virgin-islands-puerto-rico-0,"hurricane maria closing in on puerto rico, virgin islands",1,Neutral
20170920,fortune.com,http://fortune.com/2017/09/20/hurricane-maria-puerto-rico-evacuate/,hurricane maria hits puerto rico as residents told to evacuate or ‘you’re going to die’,1,Neutral
20170920,wbtv.com,http://www.wbtv.com/story/36408852/first-alert-hurricane-maria-strikes-puerto-rico-as-cat-4-storm,first alert: hurricane maria strikes puerto rico as cat 4 storm,1,Negative
20170920,rinf.com,http://rinf.com/alt-news/newswire/life-threatening-category-5-hurricane-maria-barrels-into-puerto-rico/,‘life threatening’ category 5 hurricane maria barrels into puerto rico,1,Neutral
20170920,wtvr.com,http://wtvr.com/2017/09/20/hurricane-maria-storm-track-puerto-rico/,hurricane maria slams puerto rico; tracking northwest,1,Neutral
20170920,time.com,http://time.com/4949664/hurricane-maria-yabucoa-puerto-rico-map/,"hurricane maria makes landfall in yabucoa, puerto rico",1,Neutral
20170920,india.com,http://www.india.com/news/agencies/hurricane-maria-lashes-virgin-islands-eyes-puerto-rico-2484780/,"hurricane maria lashes virgin islands, eyes puerto rico",1,Neutral
20170920,legalinsurrection.com,https://legalinsurrection.com/2017/09/puerto-rico-braces-for-visit-from-hurricane-maria/,puerto rico braces for visit from hurricane maria,1,Neutral
20170920,theverge.com,https://www.theverge.com/2017/9/20/16339186/hurricane-maria-category-4-storm-puerto-rico,hurricane maria has left all of puerto rico without power,1,Neutral
20170920,wjla.com,http://wjla.com/news/nation-world/cat-4-hurricane-maria-makes-landfall-in-puerto-rico,cat 4 hurricane maria makes landfall in puerto rico,1,Neutral
20170920,express.co.uk,http://www.express.co.uk/news/weather/856510/Hurricane-Maria-damage-pictures-Puerto-Rico-photos-storm-floods-photographs-Caribbean,hurricane maria damage in pictures: hurricane maria wrecks puerto rico,1,Negative
20170920,express.co.uk,http://www.express.co.uk/news/weather/856438/Hurricane-Maria-path-map-where-now-Puerto-Rico-maps-NOAA-update,hurricane maria path map: where is hurricane maria now? maria smashes into puerto rico,1,Neutral
20170920,omaha.com,http://www.omaha.com/news/world/hurricane-maria-aims-at-puerto-rico-after-slamming-dominica/article_01ffac98-9d15-11e7-94bb-275feec0af31.html,"maria destroys homes, triggers flooding in puerto rico; entire island without power",1,Negative
20170920,splash247.com,http://splash247.com/uscg-closes-ports-puerto-rico-us-virgin-islands-hurricane-maria/,uscg closes ports in puerto rico and us virgin islands because of hurricane maria,1,Neutral
20170920,voanews.com,https://www.voanews.com/a/hurricane-maria-hits-puerto-rico/4036529.html,"hurricane maria hits puerto rico, leaving 3.4m people without power",1,Neutral
20170920,caribjournal.com,https://www.caribjournal.com/2017/09/19/hurricane-maria-moves-st-croix-puerto-rico/,"hurricane maria pummels st croix, makes landfall in puerto rico",1,Neutral
20170920,yahoo.com,https://www.yahoo.com/news/hurricane-maria-leaves-puerto-rico-183441896.html,hurricane maria leaves puerto rico completely in the dark: 'we are 100 percent without power',1,Neutral
20170920,nypost.com,http://nypost.com/2017/09/20/hurricane-maria-puts-all-of-puerto-rico-in-the-dark/,hurricane maria puts all of puerto rico in the dark,1,Neutral
20170920,thestar.com.my,http://www.thestar.com.my/news/world/2017/09/20/maria-to-remain-category-5-hurricane-until-puerto-rico-landfall--nhc/,maria to remain category 5 hurricane until puerto rico landfall ,1,Neutral
20170920,massdevice.com,http://www.massdevice.com/report-hurricane-maria-poses-threat-med-device-hub-puerto-rico/,"update: hurricane maria poses threat to med device hub in puerto rico, medtronic closes facilities",1,Negative
20170920,ainonline.com,http://www.ainonline.com/aviation-news/business-aviation/2017-09-20/hurricane-maria-hammers-puerto-rico,hurricane maria hammers puerto rico,1,Neutral
20170920,newsy.com,https://www.newsy.com/stories/hurricane-maria-makes-landfall-in-puerto-rico/,hurricane maria is the strongest storm to hit puerto rico in decades,1,Positive
20170920,mashable.com,http://mashable.com/2017/09/20/puerto-rico-no-power-hurricane-maria/,reports: hurricane maria leaves puerto rico entirely without power,1,Neutral
20170920,abs-cbn.com,http://news.abs-cbn.com/overseas/09/21/17/hurricane-maria-hammers-puerto-rico-causes-wide-destruction,"hurricane maria hammers puerto rico, causes wide destruction ",1,Negative
20170920,weisradio.com,http://www.weisradio.com/maria-potentially-most-catastrophic-hurricane-to-hit-puerto-rico-in-a-century-governor/,maria ‘potentially most catastrophic hurricane to hit puerto rico in a century’: governor ,1,Negative
20170920,express.co.uk,http://www.express.co.uk/news/weather/856448/Hurricane-Maria-track-watch-live-stream-Puerto-Rico-path-update-map,hurricane maria watch live: maria smashes into puerto rico,1,Neutral
20170920,9news.com.au,http://www.9news.com.au/world/2017/09/21/03/48/more-than-11000-in-shelters-as-hurricane-maria-lashes-puerto-rico,"more than 11,000 in shelters as hurricane maria lashes puerto rico",1,Neutral
20170920,timesfreepress.com,http://www.timesfreepress.com/news/breakingnews/story/2017/sep/20/hurricane-maria-aims-puerto-rico-after-slamming-dominica-photos-tracker/450012/,"hurricane maria aims at puerto rico after slamming dominica [photos, tracker]",1,Neutral
20170920,weartv.com,http://weartv.com/news/local/hurricane-maria-continues-to-strengthen-as-she-tracks-toward-puerto-rico,hurricane maria continues to strengthen as it tracks toward puerto rico,1,Positive
20170920,cbslocal.com,http://miami.cbslocal.com/2017/09/20/hurricane-marias-core-nearing-puerto-rico/,hurricane maria moving away from puerto rico but torrential rains continue,1,Neutral
20170920,bpnews.net,http://bpnews.net/49564/hurricane-maria-pounds-puerto-rico,hurricane maria pounds puerto rico,1,Neutral
20170920,postcourier.com.pg,http://postcourier.com.pg/hurricane-maria-bears-puerto-rico/,hurricane maria bears down on puerto rico,1,Neutral
