UTC_Time,Tweet_Content,Post_ID,Tweet_URL,Reply_Count,Repost_Count,Like_Count,View_Count,Bookmark_Count,Tweet_Image_URL,Language,id,object,result_position,task_id,internal_unique_id,tweet_url,original_tweet_url,name,user_id,username,published_at,content,views_count,retweet_count,likes,quote_count,reply_count,bookmarks_count,media_0_thumbnail,media_0_type,media_0_url,media_1_thumbnail,media_1_type,media_1_url,media_2_thumbnail,media_2_type,media_2_url,media_3_thumbnail,media_3_type,media_3_url,binded_media_url,binded_media_domain,binded_media_thumbnail_url,binded_media_title,binded_media_description,is_retweeted,is_quoted,collected_at,input_url
2020-01-07 12:09:51+00:00,"Fuerte #Terremotopr 6.6
En Puerto Rico a solo 6 km de profundidad seguido de varias réplicas una de ella de 6.0 y 5.9 #earthquake #Temblor #PuertoRicoEarthquake https://t.co/HCRfZSHPXu",1.2145195156457185e+18,https://x.com/TuiteroSismico/status/1214519515645718530,9,83,110,0,1,https://pbs.twimg.com/media/ENrXCJBWsAIAlaW.jpg;https://pbs.twimg.com/media/ENrXCpWWkAEYJVA.jpg;https://pbs.twimg.com/media/ENrXDQAXYAADGUu.jpg;https://pbs.twimg.com/media/ENrXDuRXkAEuc6t.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 22:15:00+00:00,"🇵🇷 El terremoto en #PuertoRico destruye histórica iglesia construida en 1841.

Video 👉🏻 https://t.co/4zz7RZmdkf  

#PuertoRicoEarthquake #TemblorPR https://t.co/zJDwsN8Qjh",1.21467180416333e+18,https://x.com/TelemundoNews/status/1214671804163330051,0,13,14,0,0,https://pbs.twimg.com/media/ENtb1U_WoAAUKvJ.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 08:36:56+00:00,"Se registra Fuerte #Sismo en #PuertoRico

Preliminar

M6.7 - Pf 10 km
Puerto Rico Region
Fecha  07-01-2020 
Hora 08:24:26
Latitud: 17.86° [N]
Longitud: 66.76° [W] https://t.co/gIGb3TadIi",1.2144659324641403e+18,https://x.com/InformeSismico/status/1214465932464140289,1,9,13,0,0,https://pbs.twimg.com/media/ENqmUyFWkAAJMPT.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 13:42:39+00:00,"#TerremotosPR - 
1) Se confirma el primer fallecido luego del terremoto de M6.4 de esta madrugada
2) Se quedó sin electricidad toda la isla de Puerto Rico.
3) Extensos daños en 3 poblaciones al sur de la Isla. 
4) Siguen las réplicas sintiéndose en todo PR. 
#FuerzaPR 🇵🇷 https://t.co/RF62FZmIFz",1.2145428678232883e+18,https://x.com/SkyAlertMx/status/1214542867823288321,49,1106,1709,0,13,https://pbs.twimg.com/media/ENrsRzLXsAIJvTb.jpg;https://pbs.twimg.com/media/ENrsRzXW4AErVg3.jpg;https://pbs.twimg.com/media/ENrsRzYX0AIk9G8.jpg;https://pbs.twimg.com/media/ENrsRzdWkAEz3iI.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 12:35:08+00:00,"A 77-year-old man died in Ponce after a wall collapsed on him following this morning's quake, according to local reports. Mayor Mayita Meléndez also reported that at least eight individuals in the city suffered injuries  #PuertoRicoEarthquake #TemblorPR: https://t.co/ae0TCIXle9 https://t.co/xZ2e6cwzBg",1.2145258781949583e+18,https://x.com/breakingweather/status/1214525878194958337,0,17,10,0,0,https://pbs.twimg.com/media/ENrc2AJUUAAuKAe.jpg,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 14:01:16+00:00,"PUERTO RICO. - 
Precisos momentos de la ((((((réplica))))) ) después del temblor 6.6 que azotado hoy a #PUERTORICO.

Toda nuestra solidaridad y buenos deseos desde la República Dominicana 🇩🇴 para la isla 🏝 del encanto. https://t.co/jzoLKLwUnP",1.2145475510908805e+18,https://x.com/TonyMendezR/status/1214547551090880512,9,25,32,0,0,https://pbs.twimg.com/ext_tw_video_thumb/1214547454609285120/pu/img/1Ng_THB6pIGFs8Fv.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 00:00:00+00:00,"El sismo de magnitud 5,7 que la mañana de este lunes ha azotado #PuertoRico (#EE.UU.), con el epicentro situado a 21 kilómetros al sur del municipio de Indios, ha dejado graves destrozos en las islas.
https://t.co/845frwHqRV https://t.co/hF7d3ArpRE",1.214335840131801e+18,https://x.com/Granma_Digital/status/1214335840131801091,0,13,8,0,0,https://pbs.twimg.com/media/ENoTEAhWoAAAgEU.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 08:50:27+00:00,"#TemblorPR Apagón general en Puerto Rico debido al nuevo terremoto de magnitud 6.5, reportado al sur de la isla.

AEE informa que las plantas salieron de servicio como medida de seguridad. https://t.co/0Dvr3w0ZiO",1.214469335483388e+18,https://x.com/Motinsitepegas/status/1214469335483387904,2,23,16,0,0,https://pbs.twimg.com/media/ENqpbB2W4AEn7Mb.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 08:48:53+00:00,"#TemblorPR CONFIRMADO - Terremoto de 6.5 estremece a todo Puerto Rico y deja sin luz a la isla. Según el United States Geological Survey (USGS), este temblor fue de magnitud 6.5 y se registró a 5 kilómetros al sur de Guayanilla.

Profundidad de 10km. No hay alerta de tsunami. https://t.co/DkgBtw5SJ7",1.2144689391342264e+18,https://x.com/Motinsitepegas/status/1214468939134226434,3,59,43,0,1,https://pbs.twimg.com/media/ENqpD-AWoAA0lAh.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 14:40:07+00:00,"Terremotos sacuden #PuertoRico: Se reporta un muerto, varios heridos y daños materiales (+... https://t.co/lFjbvdvypO #terremoto",1.2145573287766876e+18,https://x.com/cubadebatecu/status/1214557328776687617,1,11,11,0,0,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 11:55:09+00:00,"36 min.ago #earthquake 5.8 has hit Encarnación Barrio (Peñuelas), Puerto Rico, 6.2mi, 7:18 AM AST (USGS) https://t.co/mWIIxhcYan #TemblorPR https://t.co/ROzhEiTlFr",1.214515814398931e+18,https://x.com/TemblorPR/status/1214515814398930951,0,5,8,0,0,https://pbs.twimg.com/media/ENrTq4WXYAA0ofY.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 17:11:52+00:00,"El terremoto en Puerto Rico destruye una histórica iglesia de 1841

https://t.co/sM4Mv0HoKF

#ElNuevoDiarioRD           #PuertoRico https://t.co/9sfSeoUx0S",1.2145955174072689e+18,https://x.com/elnuevodiariord/status/1214595517407268865,0,14,11,0,0,https://pbs.twimg.com/media/ENscLxhWkAA9bMT.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 08:34:10+00:00,"#Sismo M 6.6 10km S of Indios, #Puerto #Rico. 07-01-2020 08:24 UTC https://t.co/IogDjQD5bw #Temblor #USGS #Earthquake #PuertoRico https://t.co/eek7lGzd9A",1.2144652372203848e+18,https://x.com/MonitorSismico/status/1214465237220384768,0,10,6,0,0,https://pbs.twimg.com/media/ENqlsn5U8AAQF0T.png,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 12:29:49+00:00,"#ATENCIÓN🚨Fuerte sismo sacude Puerto Rico nuevamente este #7Ene. La Red Sísmica de Puerto Rico (RSPR) reportó que un sismo de magnitud 6.5 grados se registró a las 4:24 de la madrugada de este martes 
#PuertoRico 
#Sismo

📹Vía: @ExtraVzla https://t.co/lJAIeci42P",1.214524537863377e+18,https://x.com/LaPrensaTachira/status/1214524537863376896,1,4,4,0,0,https://pbs.twimg.com/ext_tw_video_thumb/1214524496092250113/pu/img/HGXFoADRFuwI8aYv.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 16:27:38+00:00,#PuertoRico: A 6.5-magnitude earthquake struck near #Ponce. There are reports of some damage and power outages. Aftershocks could occur. Monitor local media and follow the advice of authorities. https://t.co/HnXAHhI6rk https://t.co/m0fmT4MMwY,1.2145843884381102e+18,https://x.com/TravelGoC/status/1214584388438110208,0,9,8,0,0,https://pbs.twimg.com/media/ENsSEE5W4AA0o2j.jpg,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 09:07:59+00:00,"43 min.ago #earthquake 6.5 has hit Encarnación Barrio (Peñuelas), Puerto Rico, 6.2mi, 4:24 AM AST (USGS) https://t.co/kc1fAmtxKb Preliminary #TemblorPR https://t.co/JpY5KOEZ9T",1.214473746687447e+18,https://x.com/TemblorPR/status/1214473746687447040,0,8,8,0,0,https://pbs.twimg.com/media/ENqtbzQXkAIgfcv.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 09:51:20+00:00,Cobertura especial sobre el terremoto que sacudió a Puerto Rico disponible en https://t.co/DXc0N30XPi y en FB Live de Noticentro y Wapa Tv #TemblorPR #TerremotoPR #PuertoRicoEarthquake,1.2144846572130017e+18,https://x.com/NoticentroWAPA/status/1214484657213001728,3,21,28,0,3,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 11:24:11+00:00,"#Sismo M 6 2km S of Indios, #Puerto #Rico. 07-01-2020 11:18 UTC https://t.co/7O2qHB9c2T #Temblor #USGS #Earthquake #PuertoRico https://t.co/njFNtnA0Fg",1.2145080234790625e+18,https://x.com/MonitorSismico/status/1214508023479062533,0,8,2,0,0,https://pbs.twimg.com/media/ENrMnHiU0AEEnAv.png,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 00:05:16+00:00,"A Magnitude 5.8 earthquake today 9 miles from Guanica, Guánica, Puerto Rico damaged some homes &amp; destroyed an unusual natural rock formation known as Punta Ventana.

Way to go 2020, now the earth has a broken heart.
#PuntaVentana 
#earthquake
#PuertoRico 
#heartbreaking https://t.co/lzGwFXd16v",1.2143371653180867e+18,https://x.com/MariettaDaviz/status/1214337165318086657,4,22,39,0,0,https://pbs.twimg.com/media/ENoxNjOW4AIFWY9.jpg;https://pbs.twimg.com/media/ENoxN1CXYAMJyXd.jpg,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 18:07:33+00:00,"🇵🇷 ""Nunca he tenido tanto miedo en mi vida"". Declaran estado de emergencia en #PuertoRico después del #earthquake que dejó al menos un muerto.

Más información 👉🏻 https://t.co/KdWr5oBZWi https://t.co/LahmV0SDkC",1.2146095320197284e+18,https://x.com/Telemundo/status/1214609532019728384,1,11,18,0,0,https://pbs.twimg.com/media/ENso7mxWsAApt4a.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 17:13:50+00:00,"ÚLTIMA HORA: Otro gran sismo sacudió la costa de Puerto Rico. Este fue de magnitud 6,0, según un reporte preliminar del Servicio Geológico de Estados Unidos
#noticias #rst #puertorico #sismo #temblor https://t.co/uhPW0Aax48",1.2145960132702577e+18,https://x.com/7_Resistencia/status/1214596013270257664,1,9,3,0,0,https://pbs.twimg.com/ext_tw_video_thumb/1214576436062937090/pu/img/M2UeVzrszVXPV-MV.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 12:14:24+00:00,"Tercer temblor sacude a Puerto Rico 

#DL #DiarioLibre #Actualidad #Sismo #PuertoRico #Temblor  https://t.co/fR752YdOwa",1.214520661168853e+18,https://x.com/DiarioLibre/status/1214520661168852993,0,6,4,0,0,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 11:30:15+00:00,"#earthquake 6.0 magnitude  (#sismo) strikes 75 km SW of San Juan (Puerto Rico) 9 min ago.
#earthquake #PuertoRico https://t.co/ZfiBJSDMSe",1.2145095464937267e+18,https://x.com/unrealpost/status/1214509546493726720,0,5,0,0,0,https://pbs.twimg.com/media/ENrN_iVU4AAjX4Y.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 11:10:31+00:00,"|#Sismo |Un nuevo temblor de 6,6 sacude el sur de Puerto Rico 

#Dl #DiarioLibre #Internacional #PuertoRico  https://t.co/KDTm5bdnKy",1.2145045824806134e+18,https://x.com/DiarioLibre/status/1214504582480613376,1,16,8,0,0,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 14:02:49+00:00,"Un muerto por un terremoto de magnitud 6,4 en #PuertoRico https://t.co/ggmFjq7nqv",1.2145479415973683e+18,https://x.com/EPinternacional/status/1214547941597368320,1,16,22,0,1,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 12:12:00+00:00,"Temblor de magnitud 5,8 derrumba varias viviendas en zonas de Puerto Rico https://t.co/Ry1xGAjbj2

#Derrumbes #PuertoRico #Sismo #NoticieroVenevision #NoticieroVV https://t.co/xi9VD9sXPd",1.214520055456772e+18,https://x.com/noticierovv/status/1214520055456772096,1,11,3,0,0,https://pbs.twimg.com/media/ENnAhbEUwAMXoII.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 12:10:03+00:00,Un #sismo vuelve a remecer #PuertoRico tras horas de réplicas https://t.co/2r8fkS6Cbg,1.2145195651343114e+18,https://x.com/teleamazonasec/status/1214519565134311426,5,15,13,0,0,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 10:08:34+00:00,"Fuerte sismo en #PuertoRico:
➡️ Hay daños en la infraestructura eléctrica y la isla está a oscuras.
➡️ La gobernadora Wanda Vásquez suspendió actividades en el sector público por hoy.
➡️ La intensidad del sismo fue rebajada de 6.6 a 6.5 por el USGS. 

https://t.co/qLTnKQb2Ka",1.2144889923238994e+18,https://x.com/UniNoticias/status/1214488992323899393,0,94,62,0,0,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 11:28:46+00:00,"A 6.00 magnitude earthquake has occurred near Yauco, Guayanilla, Puerto Rico at 1/7/20, 7:18 AM! #TemblorPR  https://t.co/nr5OGz3ZnQ",1.2145091745179034e+18,https://x.com/TemblorPR/status/1214509174517903366,1,27,32,0,0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 12:13:00+00:00,"Puerto Rico sin electricidad a causa del terremoto de magnitud 6,6 

#DL #DiarioLibre #Actualidad #Sismo #PuertoRico #Temblor  https://t.co/8ocxmSgY0S",1.214520307630977e+18,https://x.com/DiarioLibre/status/1214520307630977025,0,6,6,0,0,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 12:50:33+00:00,"|#Sismo |Varias provincias dominicanas sienten sismo de 6.4 ocurrido en Puerto Rico 

#DL #DiarioLibre #Actualidad #PuertoRico #Temblor  https://t.co/WJpnIVlHyE",1.2145297585218929e+18,https://x.com/DiarioLibre/status/1214529758521892864,0,12,14,0,0,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 08:46:34+00:00,"I'm safe from the 6.50 mag earthquake near Indios, Puerto Rico at 1/7/20, 4:24 AM! #TemblorPR  https://t.co/DWgsRKVU8E",1.2144683545237504e+18,https://x.com/TemblorPR/status/1214468354523750400,1,25,40,0,0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 13:25:25+00:00,"Praying for the people of #PuertoRico. We stand ready to help you recover from this 6.6m earthquake.

Orando por la gente de Puerto Rico. Estamos listos para ayudarlos a recuperarse de este terremoto de magnitud 6.6.",1.2145385293526917e+18,https://x.com/RepSylviaGarcia/status/1214538529352691712,3,15,55,0,0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 16:45:35+00:00,Mandamos nuestros oraciones a toda la gente afectada por el terremoto devastador en Puerto Rico. Entendemos que siguen reconstruyendo después de Huracán Maria y que esto hiere. Sabemos que el cambio climático significa que estos crisis se hacen cada vez más comunes #TerremotoPR,1.214588904457855e+18,https://x.com/womensmarch/status/1214588904457854976,1,7,26,0,0,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 23:36:09+00:00,"La gobernadora de #PuertoRico declaró estado de emergencia para afrontar los daños a las estructuras de viviendas, iglesias y escuelas.

https://t.co/dXSJHiqKka",1.214692228653822e+18,https://x.com/UniNoticias/status/1214692228653821952,0,39,30,0,0,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 13:37:41+00:00,"📍Lo que se sabe hasta ahora del sismo 6.4 en #PuertoRico:
➡️Al menos una persona murió a causa del temblor.
➡️Hubo un apagón general. El servicio será restablecido durante el día, según @AEEONLINE.
➡️El aeropuerto opera con normalidad.

Más aquí 👉🏼https://t.co/RXQkDl56F0 https://t.co/lDHtxUfWvj",1.2145416197074903e+18,https://x.com/UniNoticias/status/1214541619707490305,0,13,21,0,0,https://pbs.twimg.com/media/ENrrKmxX0AAe1yF.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 14:52:23+00:00,"Imágenes de #PuertoRico después del terremoto de magnitud 6,5  antes del amanecer del martes. #PuertoRicoTerremoto https://t.co/GefbGnucKn https://t.co/EpIXpHwBcZ",1.2145604148574536e+18,https://x.com/VozdeAmerica/status/1214560414857453570,0,8,7,0,0,https://pbs.twimg.com/media/ENr8NDJUUAUr89b.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 09:12:00+00:00,"Temblor de magnitud 5,8 derrumba varias viviendas en zonas de Puerto Rico https://t.co/Ry1xGAAMaA

#Derrumbes #PuertoRico #Sismo #NoticieroVenevision #NoticieroVV https://t.co/3YoNxmL9Eu",1.2144747554802278e+18,https://x.com/noticierovv/status/1214474755480227843,0,14,1,0,0,https://pbs.twimg.com/media/ENnAaiRVAAAc_HV.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 08:32:10+00:00,"#Sismo M 6.6 6km SSE of Indios, #Puerto #Rico. 07-01-2020 08:24 UTC https://t.co/t7eDdpwtOn #Temblor #USGS #Earthquake #PuertoRico https://t.co/163DseOGWY",1.2144647318570844e+18,https://x.com/MonitorSismico/status/1214464731857084416,0,9,2,0,0,https://pbs.twimg.com/media/ENqlPOHUwAAcgye.png,nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 11:15:47+00:00,¡Sin electricidad en la isla! Nuevo sismo con amenaza de tsunami se registró en #PuertoRico *` https://t.co/bAG500vG6L,1.2145059079687168e+18,https://x.com/CaraotaDigital/status/1214505907968716800,0,7,1,0,0,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 13:45:24+00:00,Terremoto golpea #PuertoRico y desencadena #tsunami https://t.co/ZSkBHVk6KO,1.2145435620686807e+18,https://x.com/estadoisrael/status/1214543562068680704,1,10,5,0,0,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 11:26:58+00:00,"#MundialesLD | La totalidad del territorio de Puerto Rico permanece este martes sin servicio eléctrico a causa del terremoto de magnitud 6,6 en la escala Richter que sacudió durante la madrugada el territorio caribeño #PuertoRico #ListínDiario https://t.co/4fq188tGpt",1.2145087209668485e+18,https://x.com/ListinDiario/status/1214508720966848512,3,20,29,0,0,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 09:40:21+00:00,"🔴 BREAKING NEWS: There has been a small #tsunami of 2 CM* south of #PuertoRico in the wake of the 6.5 Mww magnitude #earthquake, the earthquake was felt in the #DominicanRepublic, Puerto Rico and the #VirginIslands.
Source (*): PTWC.
#EQVT,#terremoto,#sismo,#temblor.",1.214481890650022e+18,https://x.com/earthquakevt/status/1214481890650021888,1,12,12,0,1,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 09:47:41+00:00,"Yauco, Puerto Rico #TerremotoPR",1.2144837359299052e+18,https://x.com/juancpedreira/status/1214483735929905153,0,10,6,0,0,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 18:12:12+00:00,"🔴 SISMO EN PUERTO RICO 🔴

SISMO EN PROCESO DETECTADO POR @ChileAlertaApp
EN #PUERTORICO

#sismo #temblor #earthquake #ChileAlertaApp
id:HhMBiV0",1.2146107020879176e+18,https://x.com/ChileAlertaApp/status/1214610702087917569,0,6,10,0,0,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 02:26:00+00:00,"Sismo de 5.8 deja graves destrozos a infraestructuras en #PuertoRico🇵🇷 https://t.co/tzbVKTQZsw

El reporte de las autoridades locales da cuenta de al menos diez movimientos telúricos este lunes https://t.co/76ZPthIauI",1.214372582268506e+18,https://x.com/teleSURtv/status/1214372582268506112,0,22,15,0,0,https://pbs.twimg.com/media/ENnR58VUYAAYqlN.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 14:43:53+00:00,"New photos shared by @AP showing damage from Tuesday's #PuertoRico earthquake.

Photos by @CarlosGiusti1

Photo 1: Ponce, Puerto Rico

Photo 2: Logia Aurora Organization, Ponce https://t.co/H7He0cScK7",1.214558276987302e+18,https://x.com/latinorebels/status/1214558276987301888,0,42,29,0,0,https://pbs.twimg.com/media/ENr6TvwUYAIiGNe.jpg;https://pbs.twimg.com/media/ENr6TsRXYAA3Tru.jpg,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 12:07:21+00:00,Un nuevo terremoto de magnitud 6.6 sacude el sur de #PuertoRico https://t.co/k3RgGTi9Dl,1.2145188854429696e+18,https://x.com/ElPitazoTV/status/1214518885442969600,0,7,0,0,0,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 18:16:21+00:00,"A 4.50 magnitude earthquake has occurred near Tallaboa, Puerto Rico at 1/7/20, 2:10 PM! #TemblorPR  https://t.co/t9r9I4Ov3a",1.2146117459285688e+18,https://x.com/TemblorPR/status/1214611745928568832,0,9,15,0,0,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 08:49:33+00:00,"TSUNAMI WARNING
TSUNAMI THREAT DETECTED ON SOUTHERN LOCATION. EVACUATE TO HIGHER GROUND IMMEDIATELY #Terremoto #TemblorPR #tsunami",1.2144691086806016e+18,https://x.com/enas_puertorico/status/1214469108680601601,1,22,24,0,1,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 12:50:05+00:00,Temblor en #PuertoRico causa daños en estructuras sin dejar víctimas #Sismo #EUVzla https://t.co/zrKeYu5GVk,1.214529638187311e+18,https://x.com/ElUniversal/status/1214529638187311104,1,7,6,0,0,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 20:46:00+00:00,"Declaran estado de emergencia en #PuertoRico tras los sismos registrados que causaron la muerte de una persona y destrozos en grandes estructuras

La gobernadora, Wanda Vázquez Garced informó se aprobaron 130 millones de dólares para atender la emergencia https://t.co/Ld3iEuW6Lm https://t.co/00jloQcrpb",1.2146494063323955e+18,https://x.com/teleSURtv/status/1214649406332395521,1,20,23,0,0,https://pbs.twimg.com/media/ENskGz6XUAAvuAf.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 19:05:03+00:00,"El sismo de #PuertoRico tuvo lugar las 4.24 horas (8.24 GMT) y fue con una profundidad de 1 kilómetro, detalló la Red Sísmica de #PuertoRico en su página web

https://t.co/k3RgGTzL1V",1.2146240032745513e+18,https://x.com/ElPitazoTV/status/1214624003274551297,0,9,7,0,0,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 18:20:04+00:00,"Un temblor de magnitud 6.6 en la escala abierta de Richter sacudió este #7Ene de nuevo el sur de #PuertoRico, después de que este #6Ene se registrase otro movimiento telúrico de 5,8, informó la Red Sísmica de #PuertoRico

https://t.co/k3RgGTzL1V",1.2146126801510932e+18,https://x.com/ElPitazoTV/status/1214612680151093248,0,5,2,0,0,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 08:59:31+00:00,"*UPDATE*
TSUNAMI WARNING FOR COASTAL SOUTHERN LOCATIONS AND US VIRGIN ISLANDS. EVACUATE TO HIGHER GROUND IMMEDIATELY. THIS IS NOT A DRILL #Terremoto #TemblorPR #Tsunami",1.2144716148358922e+18,https://x.com/enas_puertorico/status/1214471614835892224,4,42,22,0,1,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 14:00:08+00:00,Esta madrugada Puerto Rico ha vivido un #terremoto de magnitud 6.4 y ahora otro temblor de 6.0 activó inicialmente la alerta de tsunami que ya ha sido cancelada.  #PuertoRico @ElTiempoes,1.21454726592009e+18,https://x.com/MarGomezH/status/1214547265920090113,0,8,17,0,0,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 09:14:57+00:00,"ADMINISTRATIVE MESSAGE
TSUNAMI WARNING CANCELED ACCORDING TO @redsismica. HOWEVER, YOU MAY EXPECT MORE AFTERSHOCKS. REPEATING, TSUNAMI WARNING CANCELED #Terremoto #TemblorPR #tsunami",1.214475497029165e+18,https://x.com/enas_puertorico/status/1214475497029165056,0,17,20,0,1,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 13:13:00+00:00,"Temblor de magnitud 5,8 derrumba varias viviendas en zonas de Puerto Rico https://t.co/Ry1xGAjbj2

#Derrumbes #PuertoRico #Sismo #NoticieroVenevision #NoticieroVV https://t.co/8jpWdhgFxS",1.2145354050952806e+18,https://x.com/noticierovv/status/1214535405095280641,0,9,5,0,0,https://pbs.twimg.com/media/ENnAjerUYAIKffr.jpg,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 11:42:30+00:00,¡Sin electricidad en la isla! Nuevo sismo con amenaza de tsunami se registró en #PuertoRico .* https://t.co/bAG500vG6L,1.2145126311696056e+18,https://x.com/CaraotaDigital/status/1214512631169605632,0,10,3,0,0,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07 08:50:03+00:00,Temblor en #PuertoRico causa daños en estructuras sin dejar víctimas #Sismo #EUVzla https://t.co/HstoiCipK4,1.214469232873943e+18,https://x.com/ElUniversal/status/1214469232873943040,0,13,4,0,0,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
